name,company,year,Price,kms_driven,fuel_type
Suzuki Swift,Suzuki,2006,948500,48247,Petrol
Hyundai i10 Era,Hyundai,2011,875000,30000,Petrol
Hyundai Xcent SX,Hyundai,2015,2000000,43000,Diesel
Hyundai Eon Magna,Hyundai,2013,925000,23000,Petrol
Renault Duster 85,Renault,2015,1925000,51000,Diesel
Suzuki Alto,Suzuki,2009,450000,62000,Petrol
Hyundai Xcent SX,Hyundai,2015,2000000,43000,Diesel
Hyundai Eon Magna,Hyundai,2013,925000,23000,Petrol
Renault Duster 85,Renault,2015,1925000,51000,Diesel
Suzuki Alto,Suzuki,2009,450000,62000,Petrol
Suzuki Alto,Suzuki,2009,450000,62000,Petrol
Renault Duster 110,Renault,2013,2175000,39000,Diesel
Suzuki Wagon,Suzuki,2010,1125000,40000,Petrol
Suzuki Swift,Suzuki,2006,948500,48247,Petrol
Suzuki Ertiga,Suzuki,2012,1948500,39000,Diesel
Suzuki Swift,Suzuki,2014,1825000,23000,Petrol
Suzuki Alto,Suzuki,2017,1800000,9400,Petrol
Hyundai i20 Magna,Hyundai,2010,1050000,50000,Petrol
Hyundai i10 Magna,Hyundai,2009,850000,75000,Petrol
Suzuki Swift,Suzuki,2014,1575000,44000,Petrol
Skoda Octavia Classic,Skoda,2006,574950,65000,Diesel
Toyota Corolla Altis,Toyota,2010,925000,55000,Petrol
Suzuki Omni,Suzuki,2012,600000,160000,CNG
Renault Kwid 1.0,Renault,2018,1450000,2137,Petrol
Suzuki Omni,Suzuki,2012,600000,160000,CNG
Suzuki Swift,Suzuki,2014,1575000,44000,Petrol
Skoda Octavia Classic,Skoda,2006,574950,65000,Diesel
Suzuki Omni,Suzuki,2012,600000,160000,CNG
Chevrolet Beat Diesel,Chevrolet,2011,625000,56000,Diesel
Suzuki Omni,Suzuki,2012,600000,160000,CNG
Hyundai Verna 1.6,Hyundai,2018,4275000,42000,Diesel
Suzuki Zen,Suzuki,2002,475000,10544,Petrol
Suzuki Swift,Suzuki,2011,1275000,64000,Petrol
Suzuki Zen,Suzuki,2002,475000,10544,Petrol
Suzuki Swift,Suzuki,2011,1275000,64000,Petrol
Toyota Innova 2.5,Toyota,2011,3750000,147000,Diesel
Hyundai Grand i10,Hyundai,2014,1700000,25000,Petrol
Hyundai Elite i20,Hyundai,2017,2750000,15000,Petrol
Ford Ikon 1.6,Ford,2003,300000,50000,Petrol
Toyota Innova 2.5,Toyota,2011,3750000,147000,Diesel
Nissan Sunny XL,Nissan,2011,1150000,52000,Petrol
Chevrolet Beat LT,Chevrolet,2012,650000,90001,Diesel
Suzuki Alto,Suzuki,2017,1350000,21000,Petrol
Suzuki Swift,Suzuki,2012,1400000,48006,Diesel
Suzuki Swift,Suzuki,2012,1400000,48006,Diesel
Suzuki Swift,Suzuki,2012,1400000,48006,Diesel
Toyota Innova 2.0,Toyota,2012,3000000,80000,Diesel
Suzuki Swift,Suzuki,2010,950000,74000,Diesel
Hyundai Elite i20,Hyundai,2015,2500000,22000,Petrol
Hyundai Eon Era,Hyundai,2013,950000,39700,Petrol
Volkswagen Polo Trendline,Volkswagen,2015,1750000,25000,Diesel
Toyota Etios Liva,Toyota,2012,1750000,85000,Diesel
Hyundai Eon Era,Hyundai,2013,950000,39700,Petrol
Hyundai Elite i20,Hyundai,2015,2350000,30000,Petrol
Hyundai Santro Xing,Hyundai,2014,895000,57000,Petrol
Suzuki Zen,Suzuki,2003,240000,60000,Petrol
Suzuki Ciaz,Suzuki,2016,3250000,50000,Petrol
Hyundai Eon Era,Hyundai,2013,950000,39700,Petrol
Hyundai Elantra 1.8,Hyundai,2012,2500000,65000,Petrol
Suzuki Swift,Suzuki,2010,1350000,67000,Diesel
Suzuki Zen,Suzuki,2008,625000,46000,Petrol
Hyundai Eon Era,Hyundai,2012,940000,38000,Petrol
Hyundai Grand i10,Hyundai,2016,1900000,27000,Petrol
Hyundai Verna Fluidic,Hyundai,2011,1825000,43000,Diesel
Ford EcoSport Trend,Ford,2014,2325000,47000,Petrol
Hyundai i20 Magna,Hyundai,2011,1200000,42000,Petrol
Chevrolet Beat Diesel,Chevrolet,2016,899995,19336,Diesel
Suzuki Ertiga,Suzuki,2013,2375000,48000,Diesel
Jaguar XF 2.2,Jaguar,2013,10950000,29000,Diesel
Audi Q5 2.0,Audi,2014,11950000,34000,Diesel
BMW 3 Series,BMW,2011,5375000,35000,Diesel
Suzuki Swift,Suzuki,2015,2375000,22000,Petrol
BMW X1 sDrive20d,BMW,2012,5125000,41000,Diesel
Suzuki S,Suzuki,2016,3075000,21000,Diesel
Suzuki Ertiga,Suzuki,2013,2375000,48000,Diesel
Suzuki Alto,Suzuki,2016,1350000,38000,Petrol
Honda City SV,Honda,2014,2375000,34000,Diesel
Volkswagen Vento Comfortline,Volkswagen,2011,1200000,45933,Petrol
Honda City 1.5,Honda,2005,600000,68000,Petrol
Audi A4 2.0,Audi,2016,9500000,44000,Diesel
Suzuki Alto,Suzuki,2016,1350000,38000,Petrol
Honda City SV,Honda,2014,2375000,34000,Diesel
Volkswagen Vento Comfortline,Volkswagen,2011,1200000,45933,Petrol
Suzuki Swift,Suzukii,2017,3250000,41800,Diesel
Suzuki Omni,Suzuki,2009,425000,45000,Petrol
Suzuki Swift,Suzuki,2009,1050000,59000,Petrol
Suzuki Omni,Suzuki,2009,425000,45000,Petrol
Suzuki Omni,Suzuki,2009,425000,45000,Petrol
Mitsubishi Pajero Sport,Mitsubishi,2015,7450000,42590,Diesel
Renault Duster,Renault,2014,4000000,7400,Diesel
Volkswagen Jetta Comfortline,Volkswagen,2009,2250000,54500,Diesel
Suzuki Ertiga,Suzuki,2012,5000000,200000,Diesel
Audi A4 2.0,Audi,2013,7550000,27000,Diesel
Volvo S80 Summum,Volvo,2015,9250000,42000,Diesel
Toyota Corolla Altis,Toyota,2014,3950000,29000,Petrol
Mitsubishi Pajero Sport,Mitsubishi,2015,8625000,37000,Diesel
Chevrolet Beat LT,Chevrolet,2012,675000,36000,Petrol
BMW X1,BMW,2011,5000000,34000,Diesel
Datsun Redi GO,Datsun,2018,1499995,7000,Petrol
Mercedes Benz C,Mercedes,2009,6125000,76000,Diesel
Suzuki Wagon,Suzuki,2008,700000,68000,Petrol
Volkswagen Vento Comfortline,Volkswagen,2011,1000000,95000,Diesel
Suzuki Wagon,Suzuki,2008,700000,68000,Petrol
Ford Figo Petrol,Ford,2019,2625000,0,Petrol
Honda City ZX,Honda,2006,900000,50000,Petrol
Suzuki Wagon,Suzuki,2008,700000,68000,Petrol
Ford EcoSport Trend,Ford,2014,2000000,16000,Petrol
Suzuki Swift,Suzuki,2016,2495000,51000,Diesel
Suzuki Omni,Suzuki,2009,425000,56000,Petrol
Suzuki Zen,Suzuki,2004,350000,100000,Petrol
Renault Duster RxL,Renault,2015,2750000,36000,Petrol
Suzuki Swift,Suzuki,2014,1850000,11523,Petrol
Suzuki Baleno,Suzuki,2018,3450000,1000,Petrol
Honda WR V,Honda,2009,1250000,60000,Petrol
Suzuki Wagon,Suzuki,2014,650000,37458,Petrol
Renault Duster 110,Renault,2013,2450000,38600,Diesel
Suzuki Wagon,Suzuki,2014,650000,37458,Petrol
Suzuki Zen,Suzuki,2004,340000,56000,Petrol
Suzuki Wagon,Suzuki,2014,650000,37458,Petrol
Suzuki SX4,Suzuki,2016,4850000,85960,Diesel
Audi A3 Cabriolet,Audi,2015,15500000,12516,Petrol
Hyundai Eon D,Hyundai,2018,1400000,35000,Petrol
Suzuki Zen,Suzuki,2009,625000,0,Petrol
Suzuki Swift,Suzuki,2009,1250000,51000,Diesel
Hyundai Santro AE,Hyundai,2011,825000,45000,Petrol
Suzuki Swift,Suzuki,2009,1250000,51000,Diesel
Chevrolet Beat LT,Chevrolet,2015,1075000,90000,Diesel
Suzuki Swift,Suzuki,2015,2375000,43000,Diesel
Hyundai Santro,Hyundai,2003,300000,51000,Petrol
Chevrolet Beat LT,Chevrolet,2015,1075000,90000,Diesel
Suzuki Swift,Suzuki,2015,2375000,43000,Diesel
Suzuki Swift,Suzuki,2014,1300000,120000,Diesel
Toyota Fortuner 3.0,Toyota,2013,7495000,97000,Diesel
Suzuki Alto,Suzuki,2013,1200000,20000,Petrol
Hyundai Getz GLE,Hyundai,2007,495000,55000,Petrol
Suzuki Swift,Suzuki,2014,1300000,120000,Diesel
Hyundai Creta 1.6,Hyundai,2019,6000000,0,Petrol
Hyundai Santro Xing,Hyundai,2007,575000,46000,Petrol
Hyundai Santro Xing,Hyundai,2009,440000,43200,Petrol
Suzuki Alto,Suzuki,2015,1075000,50000,Petrol
Hyundai Santro Xing,Hyundai,2007,675000,42000,Petrol
Suzuki Alto,Suzuki,2015,1075000,50000,Petrol
Hyundai i10 Sportz,Hyundai,2011,1100000,38000,Petrol
Hyundai Grand i10,Hyundai,2017,2124995,2550,Petrol
Hyundai Santro Xing,Hyundai,2007,675000,47000,Petrol
Honda City 1.5,Honda,2005,475000,41000,Petrol
Nissan Micra XL,Nissan,2017,2150000,62500,Diesel
Honda City 1.5,Honda,2005,575000,68000,Petrol
Suzuki Alto,Suzuki,2015,1075000,50000,Petrol
Suzuki Wagon,Suzuki,2004,265000,69000,Petrol
Suzuki Ertiga,Suzuki,2012,2500000,48000,Diesel
Suzuki Omni,Suzuki,2013,825000,25000,Petrol
Suzuki Omni,Suzuki,2013,825000,25000,Petrol
Hyundai Eon Era,Hyundai,2014,1000000,28400,Petrol
Hyundai Eon,Hyundai,2014,1000000,28000,Petrol
Suzuki Swift,Suzuki,2015,2125000,42000,Diesel
Hyundai Verna 1.6,Hyundai,2012,3000000,29000,Diesel
Chevrolet Tavera LS,Chevrolet,2005,650000,68485,Diesel
Hyundai Eon,Hyundai,2014,1000000,28000,Petrol
Suzuki Swift,Suzuki,2015,2125000,42000,Diesel
Suzuki Zen,Suzuki,2006,355000,32000,Petrol
Suzuki Omni,Suzuki,2017,1200000,8000,Petrol
Ford EcoSport Titanium,Ford,2014,2950000,34000,Diesel
Suzuki Omni,Suzuki,2017,1200000,8000,Petrol
Ford Fusion 1.4,Ford,2007,625000,85455,Diesel
Hyundai Santro Xing,Hyundai,2007,675000,46000,Petrol
Hyundai Santro,Hyundai,2002,300000,47000,Petrol
Fiat Linea Emotion,Fiat,2009,600000,64000,Petrol
Ford Ikon 1.3,Ford,2008,475000,46000,Petrol
Suzuki Omni,Suzuki,2017,1200000,8000,Petrol
Hyundai Grand i10,Hyundai,2014,1600000,41000,Petrol
Suzuki Alto,Suzuki,2015,1325000,14000,Petrol
Hyundai Santro Xing,Hyundai,2007,275000,65000,Petrol
Suzuki Swift,Suzuki,2011,1250000,58000,Diesel
Hyundai Grand i10,Hyundai,2014,1600000,41000,Petrol
Suzuki Alto,Suzuki,2015,1325000,14000,Petrol
Toyota Corolla,Toyota,2006,800000,40000,Petrol
Hyundai Eon Magna,Hyundai,2017,1500000,1600,Petrol
Suzuki Swift,Suzuki,2011,1250000,58000,Diesel
Suzuki Swift,Suzuki,2011,1250000,58000,Diesel
Volkswagen Polo Highline1.2L,Volkswagen,2013,1900000,27000,Petrol
Suzuki Alto,Suzuki,2003,210000,60000,Petrol
Suzuki Swift,Suzuki,2009,600000,90000,Diesel
Suzuki Swift,Suzuki,2009,600000,90000,Diesel
Suzuki Swift,Suzuki,2009,600000,90000,Diesel
Suzuki Swift,Suzuki,2009,600000,90000,Diesel
Chevrolet Beat LS,Chevrolet,2014,945000,31000,Diesel
Suzuki Swift,Suzuki,2009,600000,90000,Diesel
Hyundai Eon D,Hyundai,2013,850000,20000,Petrol
Hyundai Elite i20,Hyundai,2017,2999995,31000,Petrol
Hyundai i10 Magna,Hyundai,2009,2000000,33000,Petrol
Hyundai Elite i20,Hyundai,2017,2999995,31000,Petrol
Hyundai i10 Magna,Hyundai,2009,2000000,33000,Petrol
Hyundai Creta,Hyundai,2016,4500000,60000,Diesel
Volkswagen Polo,Volkswagen,2013,1499995,48000,Diesel
Suzuki Dzire,Suzuki,2014,1874995,33000,Petrol
Suzuki Alto,Suzuki,2017,1125000,12500,Petrol
Suzuki Alto,Suzuki,2005,350000,47000,Petrol
Suzuki Alto,Suzuki,2005,500000,40000,Petrol
Suzuki Ritz,Suzuki,2010,750000,38000,Diesel
Suzuki Alto,Suzuki,2017,1125000,12500,Petrol
Suzuki Dzire,Suzuki,2009,1050000,42000,Petrol
Hyundai i20 Asta,Hyundai,2014,2125000,31000,Petrol
Suzuki Swift,Suzuki,2008,810000,60000,Diesel
Suzuki Alto,Suzuki,2005,500000,40000,Petrol
Suzuki Ritz,Suzuki,2010,750000,38000,Diesel
Toyota Innova 2.5,Toyota,2012,3750000,75000,Diesel
Hyundai i20 Magna,Hyundai,2011,1150000,47000,Petrol
Hyundai i20 Magna,Hyundai,2011,1150000,47000,Petrol
Suzuki Omni,Suzuki,2000,179995,60000,Petrol
Suzuki Alto,Suzuki,2019,2000000,1500,Petrol
Toyota Innova 2.5,Toyota,2011,3750000,75000,Diesel
Datsun Go Plus,Datsun,2016,1425000,13900,Petrol
Ford Endeavor 4x4,Ford,2019,14500000,9000,Diesel
Suzuki Wagon,Suzuki,2016,1975000,20000,Petrol
Hyundai Santro Xing,Hyundai,2006,425000,60000,Petrol
Suzuki Wagon,Suzuki,2016,1975000,20000,Petrol
Suzuki Swift,Suzuki,2008,875000,58000,Diesel
Suzuki Alto,Suzuki,2019,2000000,1500,Petrol
Toyota Innova 2.5,Toyota,2011,3750000,75000,Diesel
Suzuki Alto,Suzuki,2016,1250000,2450,Petrol
Suzuki Alto,Suzuki,2019,2125000,1625,Petrol
Volkswagen Polo Highline1.2L,Volkswagen,2017,2625000,45000,Petrol
Toyota Qualis,Toyota,2003,900000,100000,Diesel
Suzuki 800,Suzuki,2000,150000,33400,Petrol
Toyota Qualis,Toyota,2003,900000,100000,Diesel
Chevrolet Sail 1.2,Chevrolet,2013,1500000,28000,Petrol
Hyundai Santro AE,Hyundai,2003,300000,70000,Petrol
Suzuki Wagon,Suzuki,2006,500000,7000,Petrol
Hyundai Eon,Hyundai,2018,1300000,25000,Petrol
Hyundai Eon,Hyundai,2018,1300000,25000,Petrol
Toyota Etios G,Toyota,2013,1325000,42000,Petrol
Hyundai Getz Prime,Hyundai,2009,575000,20000,Petrol
Toyota Qualis,Toyota,2003,900000,100000,Diesel
Hyundai Santro Xing,Hyundai,2004,225000,137495,Petrol
Toyota Qualis,Toyota,2003,900000,100000,Diesel
Honda City 1.5,Honda,2009,1350000,55000,Petrol
Honda City 1.5,Honda,2009,1350000,55000,Petrol
Suzuki Swift,Suzuki,2016,1750000,146000,Diesel
Hyundai Elite i20,Hyundai,2011,1450000,40000,Petrol
Suzuki Swift,Suzuki,2016,1750000,146000,Diesel
Hyundai Elite i20,Hyundai,2011,1450000,40000,Petrol
Hyundai i20 Select,Hyundai,2011,1450000,40000,Petrol
Chevrolet Tavera Neo,Chevrolet,2007,2325000,100800,Diesel
Suzuki Dzire,Suzuki,2016,1625000,150000,Diesel
Hyundai Elite i20,Hyundai,2018,2550000,2100,Petrol
Honda City VX,Honda,2016,4300000,95000,Petrol
Suzuki Dzire,Suzuki,2016,2250000,2500,Diesel
Hyundai Getz,Hyundai,2006,625000,80000,Petrol
Mercedes Benz C,Mercedes,2006,2500005,15000,Petrol
Suzuki Alto,Suzuki,2005,475000,65000,Petrol
Suzuki Swift,Suzuki,2009,1250000,51000,Diesel
Skoda Fabia,Skoda,2009,550000,45000,Petrol
Suzuki Ritz,Suzuki,2011,1350000,50000,Petrol
Toyota Corolla Altis,Toyota,2009,1500000,132000,Petrol
Suzuki Swift,Suzuki,2013,1700000,41000,Petrol
Toyota Corolla Altis,Toyota,2010,1449995,70000,Petrol
Toyota Corolla Altis,Toyota,2012,1749995,59000,Petrol
Toyota Innova 2.5,Toyota,2012,4249995,99000,Diesel
Volkswagen Jetta Highline,Volkswagen,2014,3749995,46000,Diesel
Volkswagen Polo Comfortline,Volkswagen,2015,1999995,2800,Petrol
Volkswagen Polo,Volkswagen,2014,1374995,32000,Petrol
Toyota Corolla Altis,Toyota,2012,1749995,59000,Petrol
Renault Duster,Renault,2014,2249995,50000,Diesel
Honda Amaze,Honda,2015,1724995,22000,Petrol
Nissan Sunny,Nissan,2012,1124995,45000,Petrol
Hyundai Elite i20,Hyundai,2018,2999995,21000,Petrol
Renault Kwid,Renault,2016,1224995,11000,Petrol
Renault Duster,Renault,2013,1999995,41000,Diesel
Ford EcoSport,Ford,2017,2449995,39000,Petrol
Renault Duster,Renault,2014,2374995,50000,Diesel
Suzuki Alto,Suzuki,2018,1550000,3000,Petrol
Suzuki Alto,Suzuki,2018,1550000,3000,Petrol
Chevrolet Spark LT,Chevrolet,2010,425000,45000,Petrol
Datsun Redi GO,Datsun,2016,1225000,7000,Petrol
Suzuki Swift,Suzuki,2010,947500,38500,Diesel
Fiat Punto Emotion,Fiat,2012,847500,37200,Diesel
Suzuki Swift,Suzuki,2010,797500,43200,Diesel
Toyota Etios GD,Toyota,2013,1375000,24800,Petrol
Hyundai i20 Sportz,Hyundai,2014,1850000,60000,Diesel
Hyundai i10 Sportz,Hyundai,2010,840000,45872,Petrol
Chevrolet Beat LT,Chevrolet,2011,750000,40000,Diesel
Chevrolet Beat LS,Chevrolet,2011,725000,45000,Diesel
Chevrolet Beat LT,Chevrolet,2012,492500,38000,Diesel
Suzuki Swift,Suzukii,2011,1045000,47000,Diesel
Hyundai Eon Era,Hyundai,2013,925000,27000,Petrol
Toyota Corolla Altis,Toyota,2015,2875000,42000,Petrol
Honda City 1.5,Honda,2014,2745000,39000,Petrol
Suzuki Swift,Suzukii,2011,1045000,47000,Diesel
Hyundai Eon Era,Hyundai,2013,925000,27000,Petrol
Ford Fiesta,Ford,2011,1374995,55000,Diesel
Honda Amaze,Honda,2013,1424995,46000,Diesel
Honda Brio,Honda,2012,1124995,30000,Petrol
Ford Fiesta,Ford,2011,1374995,55000,Diesel
Honda Amaze,Honda,2013,1424995,46000,Diesel
Honda City,Honda,2015,2999995,30000,Diesel
Suzuki Wagon,Suzukii,2012,999995,44000,Petrol
Honda City,Honda,2014,2724995,45000,Diesel
Hyundai i20,Hyundai,2009,995000,31000,Petrol
Suzuki Ciaz,Suzuki,2016,3500000,3350,Petrol
Hyundai Fluidic Verna,Hyundai,2015,2700000,38000,Diesel
Suzuki Ciaz,Suzuki,2016,3500000,3350,Petrol
Fiat Petra ELX,Fiat,2008,375000,65000,Petrol
Skoda Fabia 1.2L,Skoda,2011,797500,38200,Diesel
Mini Cooper S,Mini,2013,9455555,13000,Petrol
Hyundai Santro Xing,Hyundai,2005,245000,7500,Petrol
Suzuki Ciaz,Suzuki,2016,3500000,3350,Petrol
Suzuki Zen,Suzuki,2000,275000,60000,Petrol
Honda City,Honda,2015,2244995,54000,Petrol
Hyundai Creta 1.6,Hyundai,2017,4475000,32000,Petrol
Toyota Innova 2.5,Toyota,2006,1825000,73000,Diesel
Suzuki Alto,Suzuki,2011,725000,41000,Petrol
Toyota Innova 2.5,Toyota,2006,1825000,73000,Diesel
Suzuki Alto,Suzuki,2011,725000,41000,Petrol
Suzuki Wagon,Suzuki,2011,1050000,35000,Petrol
Suzuki Wagon,Suzuki,2009,675000,45000,Petrol
Suzuki Alto,Suzuki,2013,625000,39000,Petrol
Suzuki Wagon,Suzuki,2009,675000,45000,Petrol
Suzuki Swift,Suzuki,2006,675000,45000,Petrol
Suzuki Wagon,Suzuki,2009,675000,45000,Petrol
Suzuki Wagon,Suzuki,2010,725000,54870,Petrol
Suzuki Alto,Suzuki,2010,675000,34580,Petrol
Volkswagen Passat Diesel,Volkswagen,2009,2250000,97000,Diesel
Renault Scala RxL,Renault,2015,1875000,25000,Diesel
Hyundai i20 Active,Hyundai,2016,2600000,18000,Petrol
Hyundai Grand i10,Hyundai,2014,1825000,20000,Petrol
Hyundai i20 Active,Hyundai,2015,2500000,18000,Petrol
Force Motors Force,Force,2015,2900000,3200,Diesel
Suzuki SX4,Suzuki,2012,1325000,46000,Diesel
Renault Duster 110PS,Renault,2012,2505000,35000,Diesel
Suzuki Alto,Suzuki,2015,1095000,5000,Petrol
Force Motors Force,Force,2015,2900000,3200,Diesel
Suzuki SX4,Suzuki,2012,1325000,46000,Diesel
Honda City VX,Honda,2016,2595000,52000,Diesel
Suzuki Alto,Suzuki,2015,1095000,5000,Petrol
Honda City VX,Honda,2016,2595000,52000,Diesel
Toyota Etios,Toyota,2011,1375000,36000,Diesel
Volkswagen Polo,Volkswagen,2015,1650000,38000,Diesel
Honda City ZX,Honda,2008,550000,45000,Petrol
Suzuki Wagon,Suzuki,2006,400000,71200,Petrol
Honda City VX,Honda,2016,2595000,52000,Diesel
Suzuki Wagon,Suzuki,2006,400000,71200,Petrol
Mitsubishi Pajero Sport,Mitsubishi,2015,7375000,47000,Diesel
Audi A4 1.8,Audi,2009,3495000,47000,Petrol
Mercedes Benz GLA,Mercedes,2015,10000000,20000,Diesel
Land Rover Freelander,Land,2015,10500000,30000,Diesel
Renault Kwid RXT,Renault,2017,1700000,5000,Petrol
Honda Amaze,Honda,2013,1424995,46000,Diesel
Mercedes Benz B,Mercedes,2014,7000000,31000,Petrol
Datsun GO T,Datsun,2016,1225000,7000,Petrol
Honda City,Honda,2012,1999995,45000,Petrol
Honda City,Honda,2015,2999995,39000,Diesel
Honda Jazz VX,Honda,2016,2250000,41000,Petrol
Honda Amaze 1.2,Honda,2014,1555000,33000,Petrol
Honda Amaze,Honda,2013,1424995,46000,Diesel
Honda City,Honda,2012,1999995,45000,Petrol
Honda City,Honda,2015,2999995,39000,Diesel
Honda Amaze,Honda,2015,1724995,22000,Petrol
Audi A4 1.8,Audi,2009,3495000,47000,Petrol
Force Motors Force,Force,2015,2900000,3200,Diesel
Hyundai i20 Active,Hyundai,2015,2675000,37000,Diesel
Hyundai i20 Active,Hyundai,2015,2675000,37000,Diesel
Mini Cooper S,Mini,2013,9455555,13000,Petrol
Suzuki Ciaz,Suzuki,2017,3495000,14000,Petrol
Chevrolet Tavera Neo,Chevrolet,2013,1875000,55000,Diesel
Honda Amaze,Honda,2013,1424995,46000,Diesel
Hyundai Eon Sportz,Hyundai,2012,890000,30000,Petrol
Hyundai i20 Active,Hyundai,2015,2675000,37000,Diesel
Suzuki Wagon,Suzuki,2003,450000,45000,Petrol
Suzuki Esteem,Suzuki,2006,475000,45000,Petrol
Suzuki Eeco,Suzuki,2015,1275000,9300,Petrol
Chevrolet Enjoy 1.4,Chevrolet,2013,1225000,55000,Diesel
Hyundai i20 Asta,Hyundai,2012,1647500,36200,Diesel
Ford Figo Diesel,Ford,2014,975000,50000,Diesel
Suzuki Eeco,Suzuki,2015,1255555,55000,Petrol
Suzuki Ertiga,Suzuki,2014,2849995,45000,Petrol
Suzuki Esteem,Suzuki,2007,349995,51000,Petrol
Suzuki Ritz,Suzuki,2014,1499995,19000,Petrol
Suzuki Dzire,Suzuki,2009,1100000,46000,Petrol
Suzuki Ritz,Suzuki,2013,1999995,33000,Diesel
Suzuki SX4,Suzuki,2010,1249995,36000,Petrol
Suzuki Wagon,Suzuki,2015,1449995,22000,Petrol
Mini Cooper S,Mini,2013,9455555,13500,Petrol
Nissan Terrano XL,Nissan,2015,2499995,60000,Diesel
Renault Duster 85,Renault,2013,2449995,27000,Diesel
Renault Duster 85,Renault,2014,2449995,59000,Diesel
Renault Duster 85,Renault,2015,2749995,19000,Diesel
Suzuki Dzire,Suzuki,2013,1900000,30000,Petrol
Renault Kwid RXT,Renault,2018,1625000,15000,Petrol
Suzuki Maruti,Suzuki,2003,285000,56758,Petrol
Renault Kwid 1.0,Renault,2018,1749995,10000,Petrol
Renault Lodgy 85,Renault,2018,3449995,20000,Diesel
Renault Scala RxL,Renault,2014,1749995,49000,Diesel
Hyundai Grand i10,Hyundai,2014,2050000,41000,Petrol
Suzuki Swift,Suzuki,2011,1125000,45000,Petrol
Chevrolet Beat LS,Chevrolet,2010,600000,43000,Petrol
Hyundai Fluidic Verna,Hyundai,2015,2700000,38000,Diesel
Hyundai Santro Xing,Hyundai,2000,295000,56450,Petrol
Hyundai Fluidic Verna,Hyundai,2015,2700000,38000,Diesel
Chevrolet Beat LS,Chevrolet,2010,400000,56000,Petrol
Hyundai Fluidic Verna,Hyundai,2015,2700000,38000,Diesel
Fiat Petra ELX,Fiat,2008,375000,65000,Petrol
Chevrolet Beat LS,Chevrolet,2015,1100000,32700,Petrol
Skoda Fabia 1.2L,Skoda,2011,797500,38200,Diesel
Ford EcoSport Titanium,Ford,2016,2995000,30000,Diesel
Hyundai Accent GLX,Hyundai,2006,400000,56000,Petrol
Suzuki Swift,Suzuki,2019,3050000,1373,Petrol
Mini Cooper S,Mini,2013,9455555,13000,Petrol
Mini Cooper S,Mini,2013,9455555,13000,Petrol
Chevrolet Tavera Neo,Chevrolet,2013,1875000,55000,Diesel
Mini Cooper S,Mini,2013,9455555,13000,Petrol
Suzuki Dzire,Suzuki,2012,1499995,40000,Petrol
Suzuki Swift,Suzuki,2019,3050000,73,Petrol
Suzuki Ertiga,Suzuki,2015,2624995,50000,Diesel
Honda Accord,Honda,2009,875000,58559,Petrol
Suzuki Dzire,Suzuki,2012,1499995,40000,Petrol
Chevrolet Tavera Neo,Chevrolet,2013,1875000,55000,Diesel
Ford EcoSport Titanium,Ford,2014,2600000,57000,Diesel
Suzuki Ertiga,Suzuki,2015,2624995,50000,Diesel
Honda Amaze,Honda,2014,1499995,37000,Petrol
Suzuki Dzire,Suzuki,2012,1499995,40000,Petrol
Honda City,Honda,2011,1424995,55000,Petrol
Toyota Corolla Altis,Toyota,2009,999995,65000,Petrol
Suzuki Dzire,Suzuki,2014,2124995,55000,Diesel
Honda City,Honda,2015,3224995,39000,Petrol
Honda Mobilio,Honda,2014,1999995,44000,Petrol
Toyota Corolla Altis,Toyota,2009,999995,65000,Petrol
Honda City,Honda,2014,2924995,39000,Petrol
Skoda Laura,Skoda,2012,1749995,44000,Diesel
Renault Duster,Renault,2015,2249995,49000,Diesel
Suzuki Ertiga,Suzuki,2018,3999995,9000,Diesel
Suzuki Dzire,Suzuki,2015,2224995,45000,Diesel
Honda Amaze,Honda,2014,1374995,35000,Petrol
Hyundai Verna Fluidic,Hyundai,2012,2224995,40000,Diesel
Suzuki Vitara,Suzuki,2016,3449995,29000,Diesel
Suzuki Wagon,Suzuki,2016,1724995,15000,Petrol
Suzuki Vitara,Suzuki,2016,3449995,29000,Diesel
Honda Amaze,Honda,2014,1374995,35000,Petrol
Renault Duster 110,Renault,2012,2505000,38000,Diesel
Hyundai Verna Fluidic,Hyundai,2013,2005000,45000,Diesel
Skoda Laura,Skoda,2013,1874995,50000,Diesel
Volkswagen Polo,Volkswagen,2010,999995,60000,Diesel
Hyundai Elite i20,Hyundai,2016,2749995,9000,Petrol
Hyundai Elite i20,Hyundai,2016,2749995,9000,Petrol
Chevrolet Sail UVA,Chevrolet,2013,1050000,60000,Petrol
Renault Duster 110,Renault,2012,2505000,38000,Diesel
Hyundai Verna Fluidic,Hyundai,2013,2005000,45000,Diesel
Audi A4 2.0,Audi,2012,6750000,40000,Diesel
Hyundai Elantra SX,Hyundai,2013,3000000,20000,Petrol
Suzuki Swift,Suzuki,2013,1624995,45000,Diesel
Toyota Fortuner,Toyota,2011,5374995,52000,Diesel
Renault Scala RxL,Renault,2015,1875000,25000,Diesel
Toyota Etios Liva,Toyota,2011,1199995,41000,Petrol
Hyundai Grand i10,Hyundai,2014,1825000,20000,Petrol
Hyundai i20 Active,Hyundai,2015,2500000,18000,Petrol
Toyota Etios Liva,Toyota,2011,1199995,41000,Petrol
Hyundai Grand i10,Hyundai,2017,2624995,6821,Petrol
Hyundai i20,Hyundai,2014,2249995,23000,Petrol
