0,name,company,year,Price,kms_driven,fuel_type
860,Suzuki Ciaz,Suzuki,2016,3500000,3350,Petrol
861,Fiat Petra ELX,Fiat,2008,375000,65000,Petrol
862,Skoda Fabia 1.2L,Skoda,2011,797500,38200,Diesel
863,Mini Cooper S,Mini,2013,9455555,13000,Petrol
864,Hyundai Santro Xing,Hyundai,2005,245000,7500,Petrol
865,Suzuki Ciaz,Suzuki,2016,3500000,3350,Petrol
866,Suzuki Zen,Suzuki,2000,275000,60000,Petrol
867,Honda City,Honda,2015,2244995,54000,Petrol
868,Hyundai Creta 1.6,Hyundai,2017,4475000,32000,Petrol
869,Toyota Innova 2.5,Toyota,2006,1825000,73000,Diesel
870,Suzuki Alto,Suzuki,2011,725000,41000,Petrol
871,Toyota Innova 2.5,Toyota,2006,1825000,73000,Diesel
872,Suzuki Alto,Suzuki,2011,725000,41000,Petrol
873,Suzuki Wagon,Suzuki,2011,1050000,35000,Petrol
874,Suzuki Wagon,Suzuki,2009,675000,45000,Petrol
875,Suzuki Alto,Suzuki,2013,625000,39000,Petrol
876,Suzuki Wagon,Suzuki,2009,675000,45000,Petrol
877,Suzuki Swift,Suzuki,2006,675000,45000,Petrol
878,Suzuki Wagon,Suzuki,2009,675000,45000,Petrol
879,Suzuki Wagon,Suzuki,2010,725000,54870,Petrol
880,Suzuki Alto,Suzuki,2010,675000,34580,Petrol
881,Volkswagen Passat Diesel,Volkswagen,2009,2250000,97000,Diesel
882,Renault Scala RxL,Renault,2015,1875000,25000,Diesel
883,Hyundai i20 Active,Hyundai,2016,2600000,18000,Petrol
884,Hyundai Grand i10,Hyundai,2014,1825000,20000,Petrol
885,Hyundai i20 Active,Hyundai,2015,2500000,18000,Petrol
886,Force Motors Force,Force,2015,2900000,3200,Diesel
887,Suzuki SX4,Suzuki,2012,1325000,46000,Diesel
888,Renault Duster 110PS,Renault,2012,2505000,35000,Diesel
889,Suzuki Alto,Suzuki,2015,1095000,5000,Petrol
890,Force Motors Force,Force,2015,2900000,3200,Diesel
891,Suzuki SX4,Suzuki,2012,1325000,46000,Diesel
892,Honda City VX,Honda,2016,2595000,52000,Diesel
893,Suzuki Alto,Suzuki,2015,1095000,5000,Petrol
894,Honda City VX,Honda,2016,2595000,52000,Diesel
895,Toyota Etios,Toyota,2011,1375000,36000,Diesel
896,Volkswagen Polo,Volkswagen,2015,1650000,38000,Diesel
897,Honda City ZX,Honda,2008,550000,45000,Petrol
898,Suzuki Wagon,Suzuki,2006,400000,71200,Petrol
899,Honda City VX,Honda,2016,2595000,52000,Diesel
900,Suzuki Wagon,Suzuki,2006,400000,71200,Petrol
901,Mitsubishi Pajero Sport,Mitsubishi,2015,7375000,47000,Diesel
902,Audi A4 1.8,Audi,2009,3495000,47000,Petrol
903,Mercedes Benz GLA,Mercedes,2015,10000000,20000,Diesel
904,Land Rover Freelander,Land,2015,10500000,30000,Diesel
905,Renault Kwid RXT,Renault,2017,1700000,5000,Petrol
906,Honda Amaze,Honda,2013,1424995,46000,Diesel
907,Mercedes Benz B,Mercedes,2014,7000000,31000,Petrol
908,Datsun GO T,Datsun,2016,1225000,7000,Petrol
909,Honda City,Honda,2012,1999995,45000,Petrol
910,Honda City,Honda,2015,2999995,39000,Diesel
911,Honda Jazz VX,Honda,2016,2250000,41000,Petrol
912,Honda Amaze 1.2,Honda,2014,1555000,33000,Petrol
913,Honda Amaze,Honda,2013,1424995,46000,Diesel
914,Honda City,Honda,2012,1999995,45000,Petrol
915,Honda City,Honda,2015,2999995,39000,Diesel
916,Honda Amaze,Honda,2015,1724995,22000,Petrol
917,Audi A4 1.8,Audi,2009,3495000,47000,Petrol
918,Force Motors Force,Force,2015,2900000,3200,Diesel
919,Hyundai i20 Active,Hyundai,2015,2675000,37000,Diesel
920,Hyundai i20 Active,Hyundai,2015,2675000,37000,Diesel
921,Mini Cooper S,Mini,2013,9455555,13000,Petrol
922,Suzuki Ciaz,Suzuki,2017,3495000,14000,Petrol
923,Chevrolet Tavera Neo,Chevrolet,2013,1875000,55000,Diesel
924,Honda Amaze,Honda,2013,1424995,46000,Diesel
925,Hyundai Eon Sportz,Hyundai,2012,890000,30000,Petrol
926,Hyundai i20 Active,Hyundai,2015,2675000,37000,Diesel
927,Suzuki Wagon,Suzuki,2003,450000,45000,Petrol
928,Suzuki Esteem,Suzuki,2006,475000,45000,Petrol
929,Suzuki Eeco,Suzuki,2015,1275000,9300,Petrol
930,Chevrolet Enjoy 1.4,Chevrolet,2013,1225000,55000,Diesel
931,Hyundai i20 Asta,Hyundai,2012,1647500,36200,Diesel
932,Ford Figo Diesel,Ford,2014,975000,50000,Diesel
933,Suzuki Eeco,Suzuki,2015,1255555,55000,Petrol
934,Suzuki Ertiga,Suzuki,2014,2849995,45000,Petrol
935,Suzuki Esteem,Suzuki,2007,349995,51000,Petrol
936,Suzuki Ritz,Suzuki,2014,1499995,19000,Petrol
937,Suzuki Dzire,Suzuki,2009,1100000,46000,Petrol
938,Suzuki Ritz,Suzuki,2013,1999995,33000,Diesel
939,Suzuki SX4,Suzuki,2010,1249995,36000,Petrol
940,Suzuki Wagon,Suzuki,2015,1449995,22000,Petrol
941,Mini Cooper S,Mini,2013,9455555,13500,Petrol
942,Nissan Terrano XL,Nissan,2015,2499995,60000,Diesel
943,Renault Duster 85,Renault,2013,2449995,27000,Diesel
944,Renault Duster 85,Renault,2014,2449995,59000,Diesel
945,Renault Duster 85,Renault,2015,2749995,19000,Diesel
946,Suzuki Dzire,Suzuki,2013,1900000,30000,Petrol
947,Renault Kwid RXT,Renault,2018,1625000,15000,Petrol
948,Suzuki Maruti,Suzuki,2003,285000,56758,Petrol
949,Renault Kwid 1.0,Renault,2018,1749995,10000,Petrol
950,Renault Lodgy 85,Renault,2018,3449995,20000,Diesel
951,Renault Scala RxL,Renault,2014,1749995,49000,Diesel
952,Hyundai Grand i10,Hyundai,2014,2050000,41000,Petrol
953,Suzuki Swift,Suzuki,2011,1125000,45000,Petrol
954,Chevrolet Beat LS,Chevrolet,2010,600000,43000,Petrol
955,Hyundai Fluidic Verna,Hyundai,2015,2700000,38000,Diesel
956,Hyundai Santro Xing,Hyundai,2000,295000,56450,Petrol
957,Hyundai Fluidic Verna,Hyundai,2015,2700000,38000,Diesel
958,Chevrolet Beat LS,Chevrolet,2010,400000,56000,Petrol
959,Hyundai Fluidic Verna,Hyundai,2015,2700000,38000,Diesel
960,Fiat Petra ELX,Fiat,2008,375000,65000,Petrol
961,Chevrolet Beat LS,Chevrolet,2015,1100000,32700,Petrol
962,Skoda Fabia 1.2L,Skoda,2011,797500,38200,Diesel
963,Ford EcoSport Titanium,Ford,2016,2995000,30000,Diesel
964,Hyundai Accent GLX,Hyundai,2006,400000,56000,Petrol
965,Suzuki Swift,Suzuki,2019,3050000,1373,Petrol
966,Mini Cooper S,Mini,2013,9455555,13000,Petrol
967,Mini Cooper S,Mini,2013,9455555,13000,Petrol
968,Chevrolet Tavera Neo,Chevrolet,2013,1875000,55000,Diesel
969,Mini Cooper S,Mini,2013,9455555,13000,Petrol
970,Suzuki Dzire,Suzuki,2012,1499995,40000,Petrol
971,Suzuki Swift,Suzuki,2019,3050000,73,Petrol
972,Suzuki Ertiga,Suzuki,2015,2624995,50000,Diesel
973,Honda Accord,Honda,2009,875000,58559,Petrol
974,Suzuki Dzire,Suzuki,2012,1499995,40000,Petrol
975,Chevrolet Tavera Neo,Chevrolet,2013,1875000,55000,Diesel
976,Ford EcoSport Titanium,Ford,2014,2600000,57000,Diesel
977,Suzuki Ertiga,Suzuki,2015,2624995,50000,Diesel
978,Honda Amaze,Honda,2014,1499995,37000,Petrol
979,Suzuki Dzire,Suzuki,2012,1499995,40000,Petrol
980,Honda City,Honda,2011,1424995,55000,Petrol
981,Toyota Corolla Altis,Toyota,2009,999995,65000,Petrol
982,Suzuki Dzire,Suzuki,2014,2124995,55000,Diesel
983,Honda City,Honda,2015,3224995,39000,Petrol
984,Honda Mobilio,Honda,2014,1999995,44000,Petrol
985,Toyota Corolla Altis,Toyota,2009,999995,65000,Petrol
986,Honda City,Honda,2014,2924995,39000,Petrol
987,Skoda Laura,Skoda,2012,1749995,44000,Diesel
988,Renault Duster,Renault,2015,2249995,49000,Diesel
989,Suzuki Ertiga,Suzuki,2018,3999995,9000,Diesel
990,Suzuki Dzire,Suzuki,2015,2224995,45000,Diesel
991,Honda Amaze,Honda,2014,1374995,35000,Petrol
992,Hyundai Verna Fluidic,Hyundai,2012,2224995,40000,Diesel
993,Suzuki Vitara,Suzuki,2016,3449995,29000,Diesel
994,Suzuki Wagon,Suzuki,2016,1724995,15000,Petrol
995,Suzuki Vitara,Suzuki,2016,3449995,29000,Diesel
996,Honda Amaze,Honda,2014,1374995,35000,Petrol
997,Renault Duster 110,Renault,2012,2505000,38000,Diesel
998,Hyundai Verna Fluidic,Hyundai,2013,2005000,45000,Diesel
999,Skoda Laura,Skoda,2013,1874995,50000,Diesel
1000,Volkswagen Polo,Volkswagen,2010,999995,60000,Diesel
1001,Hyundai Elite i20,Hyundai,2016,2749995,9000,Petrol
1002,Hyundai Elite i20,Hyundai,2016,2749995,9000,Petrol
1003,Chevrolet Sail UVA,Chevrolet,2013,1050000,60000,Petrol
1004,Renault Duster 110,Renault,2012,2505000,38000,Diesel
1005,Hyundai Verna Fluidic,Hyundai,2013,2005000,45000,Diesel
1006,Audi A4 2.0,Audi,2012,6750000,40000,Diesel
1007,Hyundai Elantra SX,Hyundai,2013,3000000,20000,Petrol
1008,Suzuki Swift,Suzuki,2013,1624995,45000,Diesel
1009,Toyota Fortuner,Toyota,2011,5374995,52000,Diesel
1010,Renault Scala RxL,Renault,2015,1875000,25000,Diesel
1011,Toyota Etios Liva,Toyota,2011,1199995,41000,Petrol
1012,Hyundai Grand i10,Hyundai,2014,1825000,20000,Petrol
1013,Hyundai i20 Active,Hyundai,2015,2500000,18000,Petrol
1014,Toyota Etios Liva,Toyota,2011,1199995,41000,Petrol
1015,Hyundai Grand i10,Hyundai,2017,2624995,6821,Petrol
1016,Hyundai i20,Hyundai,2014,2249995,23000,Petrol
1017,Hyundai Eon,Hyundai,2014,874995,14000,Petrol
1018,Hyundai i10,Hyundai,2012,1224995,38000,Petrol
1019,Hyundai i20 Active,Hyundai,2015,2874995,35000,Diesel
1020,Datsun Redi GO,Datsun,2017,1224995,22000,Petrol
1021,Toyota Etios Liva,Toyota,2011,1199995,41000,Petrol
1022,Hyundai Accent,Hyundai,2010,499995,45000,Petrol
1023,Hyundai Verna,Hyundai,2014,2449995,44000,Diesel
1024,Suzuki Swift,Suzuki,2013,1624995,45000,Diesel
1025,Toyota Fortuner,Toyota,2011,5374995,52000,Diesel
1026,Hyundai i10 Sportz,Hyundai,2012,1150000,34000,Petrol
1027,Honda City 1.5,Honda,2010,1200000,400000,Petrol
1028,Chevrolet Spark LT,Chevrolet,2009,550000,44000,Petrol
1029,Honda City 1.5,Honda,2010,1200000,400000,Petrol
1030,Chevrolet Spark LT,Chevrolet,2009,550000,44000,Petrol
1031,Skoda Rapid Elegance,Skoda,2013,1700000,48000,Diesel
1032,Renault Duster 110PS,Renault,2012,2505000,35000,Diesel
1033,Suzuki Alto,Suzuki,2015,1325000,12000,Petrol
1034,Suzuki SX4,Suzuki,2012,1325000,46000,Diesel
1035,Suzuki Zen,Suzuki,2003,425000,69900,Petrol
1036,Force Motors Force,Force,2015,2900000,3200,Diesel
1037,Skoda Rapid Elegance,Skoda,2013,1700000,48000,Diesel
1038,Suzuki Alto,Suzuki,2015,1095000,5000,Petrol
1039,Suzuki Alto,Suzuki,2015,1325000,12000,Petrol
1040,Suzuki SX4,Suzuki,2012,1325000,46000,Diesel
1041,Suzuki Zen,Suzuki,2003,425000,69900,Petrol
1042,Suzuki Alto,Suzuki,2015,1095000,5000,Petrol
1043,Hyundai i10 Magna,Hyundai,2011,875000,45000,Petrol
1044,Suzuki Alto,Suzuki,2015,1095000,5000,Petrol
1045,Suzuki Swift,Suzuki,2016,1750000,166000,Diesel
1046,Honda City ZX,Honda,2008,745000,42000,Petrol
1047,Hyundai Verna 1.4,Hyundai,2014,1875000,36000,Petrol
1048,Toyota Innova 2.5,Toyota,2012,3850000,0,Diesel
1049,Chevrolet Beat Diesel,Chevrolet,2017,750000,62000,Diesel
1050,Honda City 1.5,Honda,2010,1125000,70000,Petrol
1051,Hyundai Verna 1.4,Hyundai,2014,1875000,36000,Petrol
1052,Toyota Innova 2.5,Toyota,2012,3850000,0,Diesel
1053,Suzuki Maruti,Suzuki,1995,150000,55000,Petrol
1054,Toyota Etios,Toyota,2011,1375000,36000,Diesel
1055,Volkswagen Polo,Volkswagen,2015,1650000,38000,Diesel
1056,Suzuki Swift,Suzuki,2014,1675000,55000,Diesel
1057,Hyundai Elite i20,Hyundai,2015,2250000,20000,Diesel
1058, Suzuki Swift,Suzuki,2012,1125000,40000,Petrol
1059,Suzuki Versa,Suzuki,2004,400000,50000,Petrol
1060,Honda City,Honda,2000,325000,80000,Petrol
1061,Volkswagen Vento Konekt,Volkswagen,2011,1225000,65000,Diesel
1062,Mercedes Benz C,Mercedes,2002,1995000,41000,Petrol
1063,Suzuki Ertiga,Suzuki,2013,2250000,90000,Diesel
1064,Honda City,Honda,2000,325000,80000,Petrol
1065,Hyundai Santro Xing,Hyundai,2006,375000,46000,Petrol
1066,Suzuki Omni,Suzuki,2001,350000,70000,Petrol
1067,Hyundai Sonata Transform,Hyundai,2017,950000,36469,Diesel
1068,Hyundai Elite i20,Hyundai,2018,3000000,7800,Petrol
1069,Volkswagen Vento Konekt,Volkswagen,2011,1225000,65000,Diesel
1070,Suzuki Alto,Suzuki,2017,1200000,60000,Petrol
1071,Suzuki Alto,Suzuki,2011,775000,32000,Petrol
1072,Honda Jazz S,Honda,2009,849995,24695,Petrol
1073,Hyundai Grand i10,Hyundai,2017,2250000,15141,Petrol
1074,Suzuki Zen,Suzuki,2001,200000,40000,Petrol
1075,Suzuki Swift,Suzuki,2015,1100000,129000,Diesel
1076,Suzuki Alto,Suzuki,2014,1350000,22000,Petrol
1077,Hyundai Grand i10,Hyundai,2016,1400000,59910,Diesel
1078,Suzuki Swift,Suzuki,2015,1100000,129000,Diesel
1079,Hyundai Creta 1.6,Hyundai,2016,4750000,25000,Petrol
1080,Hyundai i20 Magna,Hyundai,2013,1550000,35000,Petrol
1081,Renault Duster 85,Renault,2015,3575000,65000,Diesel
1082,Hyundai Grand i10,Hyundai,2014,1700000,35000,Petrol
1083,Honda Brio V,Honda,2012,1175000,33000,Petrol
1084,Suzuki Swift,Suzuki,2015,1100000,129000,Diesel
1085,Chevrolet Spark LS,Chevrolet,2010,475000,23000,Petrol
1086,Suzuki Swift,Suzuki,2015,1100000,129000,Diesel
1087,Suzuki Swift,Suzuki,2015,1100000,129000,Diesel
1088,Nissan X Trail,Nissan,2019,6000000,300,Diesel
1089,Suzuki Alto,Suzuki,2015,1150000,5000,Petrol
1090,Ford Ikon 1.3,Ford,2001,225000,65000,Petrol
1091,Toyota Fortuner 3.0,Toyota,2010,4700000,131000,Diesel
1092,Hyundai i20 Magna,Hyundai,2010,975000,36000,Petrol
1093,Mercedes Benz A,Mercedes,2013,7500000,14000,Petrol
1094,Chevrolet Beat LS,Chevrolet,2016,1050000,22000,Diesel
1095,Ford EcoSport Trend,Ford,2013,2475000,38000,Diesel
1096,Honda Amaze 1.5,Honda,2016,1200000,160000,Diesel
1097,Hyundai i20 Magna,Hyundai,2010,975000,36000,Petrol
1098,Volkswagen Vento Highline,Volkswagen,2015,2750000,34000,Diesel
1099,Renault Kwid RXT,Renault,2015,1350000,43000,Petrol
1100,Ford EcoSport Titanium,Ford,2014,2500000,40000,Diesel
1101,Honda Amaze 1.5,Honda,2016,1200000,160000,Diesel
1102,Hyundai Verna 1.6,Hyundai,2017,4000000,12000,Petrol
1103,BMW 5 Series,BMW,2011,6495000,49000,Diesel
1104,Skoda Superb 1.8,Skoda,2011,2650000,68000,Petrol
1105,Audi Q3 2.0,Audi,2013,7495000,37000,Diesel
1106,Honda City SV,Honda,2017,3800000,4000,Petrol
1107,Suzuki Baleno,Suzuki,2016,2500000,28000,Petrol
1108,Ford Figo Duratorq,Ford,2012,1250000,99000,Diesel
1109,Suzuki Wagon,Suzuki,2018,1975000,25500,Petrol
1110,Honda City SV,Honda,2017,3800000,4000,Petrol
1111,Suzuki Baleno,Suzuki,2016,2500000,28000,Petrol
1112,Ford Figo Duratorq,Ford,2012,1250000,99000,Diesel
1113,Suzuki Wagon,Suzuki,2018,1975000,25500,Petrol
1114,Hyundai Elite i20,Hyundai,2015,2025000,28000,Petrol
1115,Hyundai Elite i20,Hyundai,2015,2000000,30000,Petrol
1116,Honda City SV,Honda,2017,3800000,4000,Petrol
1117,Suzuki Baleno,Suzuki,2016,2500000,28000,Petrol
1118,Ford Figo Petrol,Ford,2011,875000,75000,Petrol
1119,Suzuki Versa,Suzuki,2004,450000,50000,Petrol
1120,Honda City,Honda,2017,3750000,3000,Petrol
1121,Hyundai Elite i20,Hyundai,2015,2095000,20000,Petrol
1122,Suzuki Versa,Suzuki,2004,450000,50000,Petrol
1123,Hyundai Eon Era,Hyundai,2018,700000,2110,Petrol
1124,Mitsubishi Pajero Sport,Mitsubishi,2015,7700000,43222,Petrol
1125,Hyundai i10 Magna,Hyundai,2008,1375000,100200,Petrol
1126,Toyota Corolla H2,Toyota,2003,750000,100000,Petrol
1127,Suzuki Swift,Suzuki,2011,1150000,65,Petrol
1128,Toyota Corolla Altis,Toyota,2010,1100000,58000,Petrol
1129,Suzuki Eeco,Suzuki,2013,1450000,70000,CNG
1130,Toyota Fortuner 3.0,Toyota,2015,7625000,120000,Diesel
1131,Hyundai Xcent Base,Hyundai,2016,1500000,140000,Diesel
1132,Honda City,Honda,2015,2499995,55000,Petrol
1133,Hyundai Accent Executive,Hyundai,2009,825000,48000,Petrol
1134,Suzuki Baleno,Suzuki,2016,2490000,22000,Petrol
1135,Suzuki Dzire,Suzuki,2017,2440000,80000,Diesel
1136,Suzuki Dzire,Suzuki,2017,2440000,80000,Diesel
1137,Suzuki Dzire,Suzuki,2017,2440000,80000,Diesel
1138,Toyota Corolla Altis,Toyota,2010,1100000,58000,Petrol
1139,Suzuki Eeco,Suzuki,2013,1450000,70000,CNG
1140,Toyota Fortuner 3.0,Toyota,2015,7625000,120000,Diesel
1141,Suzuki Ertiga,Suzuki,2015,2750000,75000,Petrol
1142,Suzuki Versa,Suzuki,2004,450000,50000,Petrol
1143,Suzuki 800,Suzuki,2001,275000,81876,Petrol
1144,Suzuki Ertiga,Suzuki,2015,2750000,75000,Petrol
1145,Suzuki Versa,Suzuki,2004,450000,50000,Petrol
1146,Honda Mobilio S,Honda,2014,1995000,44000,Diesel
1147,Suzuki Ertiga,Suzuki,2016,3650000,55000,Diesel
1148,Suzuki Vitara,Suzuki,2017,3625000,36000,Diesel
1149,Hyundai Verna 1.6,Hyundai,2016,975000,56000,Diesel
1150,Suzuki Swift,Suzuki,2007,650000,62000,Petrol
1151,Toyota Fortuner 3.0,Toyota,2015,7625000,120000,Diesel
1152,Suzuki Omni,Suzuki,2014,950000,6020,Petrol
1153,Honda Amaze,Honda,2013,1250000,55700,Diesel
1154,Suzuki Wagon,Suzuki,2007,600000,7000,Petrol
1155,Hyundai Santro Xing,Hyundai,2003,600000,50000,Petrol
1156,Suzuki Zen,Suzuki,2010,745000,35000,Petrol
1157,Suzuki Wagon,Suzuki,2014,1250000,18500,Petrol
1158,Suzuki Wagon,Suzuki,2007,600000,7000,Petrol
1159,Honda Brio VX,Honda,2017,2250000,11000,Petrol
1160,Suzuki Zen,Suzuki,2003,499995,53000,Petrol
1161,Suzuki Zen,Suzuki,2008,675000,23000,Petrol
1162,Suzuki Wagon,Suzuki,2016,1125000,35500,Diesel
1163,Suzuki Alto,Suzuki,2010,495000,22134,Petrol
1164,Renault Kwid RXT,Renault,2019,1850000,1000,Petrol
1165,Suzuki Wagon,Suzuki,2007,600000,7000,Petrol
1166,Jaguar XE XE,Jaguar,2016,14000000,8500,Petrol
1167,Hyundai Eon Magna,Hyundai,2014,950000,35000,Petrol
1168,Honda City 1.5,Honda,2014,2495000,22000,Petrol
1169,Suzuki Swift,Suzuki,2015,1250000,55000,Petrol
1170,Suzuki Ritz,Suzuki,2010,745000,40000,Petrol
1171,Hyundai Grand i10,Hyundai,2017,2000000,20000,Petrol
1172,Hyundai Eon D,Hyundai,2016,600000,87000,Petrol
1173,Suzuki Swift,Suzuki,2015,1250000,55000,Petrol
1174,Suzuki Wagon,Suzuki,2017,1875000,23000,Petrol
1175,Honda Amaze 1.2,Honda,2014,1905000,6000,Petrol
1176,Suzuki Estilo,Suzuki,2013,900000,65000,Petrol
1177,Suzuki Vitara,Suzuki,2016,2900000,25000,Diesel
1178,Suzuki Eeco,Suzuki,2015,1390000,39000,Petrol
1179,Hyundai Creta 1.6,Hyundai,2016,5000000,8000,Petrol
1180,Suzuki Alto,Suzuki,2015,450000,55800,Petrol
1181,Suzuki Ertiga,Suzuki,2012,2400000,51000,Diesel
1182,Mitsubishi Lancer 1.8,Mitsubishi,2006,425000,50000,Petrol
1183,Suzuki Maruti,Suzuki,2001,200000,75000,Petrol
1184,Suzuki Alto,Suzuki,2015,450000,55800,Petrol
1185,Hyundai Grand i10,Hyundai,2015,1700000,53000,Petrol
1186,Hyundai Eon D,Hyundai,2018,1300000,25000,Petrol
1187,Ford Fiesta SXi,Ford,2009,1250000,56400,Petrol
1188,Suzuki Ritz,Suzuki,2010,900000,72160,Diesel
1189,Hyundai Verna Fluidic,Hyundai,2012,1750000,10000,Diesel
1190,Suzuki Wagon,Suzuki,2006,450005,48000,Petrol
1191,Suzuki Estilo,Suzuki,2007,575000,36000,Petrol
1192,Audi A6 2.0,Audi,2012,7995000,11500,Diesel
1193,Suzuki Wagon,Suzuki,2003,650000,133000,Petrol
1194,Suzuki Wagon,Suzuki,2009,795000,27000,Petrol
1195,Suzuki Wagon,Suzuki,2009,800000,35000,Petrol
1196,Suzuki Alto,Suzuki,2010,550000,55000,Petrol
1197,Suzuki Baleno,Suzuki,2016,2125000,40000,Petrol
1198,Hyundai Verna 1.6,Hyundai,2019,4500000,2000,Petrol
1199,Suzuki Swift,Suzuki,2009,750000,45000,Petrol
1200,Hyundai Getz Prime,Hyundai,2009,550000,20000,Petrol
1201,Hyundai Santro,Hyundai,2000,259995,88000,Petrol
1202,Hyundai Getz Prime,Hyundai,2009,575000,20000,Petrol
1203,Chevrolet Beat PS,Chevrolet,2012,1075000,65422,Diesel
1204,Ford EcoSport Trend,Ford,2017,2900000,10000,Petrol
1205,Suzuki Dzire,Suzuki,2013,1900000,35000,Petrol
1206,Hyundai Fluidic Verna,Hyundai,2013,1750000,117000,Diesel
1207,Suzuki Swift,Suzuki,2011,700000,65000,Diesel
1208,BMW X1 xDrive20d,BMW,2011,5750000,72000,Diesel
1209,Hyundai i20 Asta,Hyundai,2010,1500000,10750,Petrol
1210,Honda City 1.5,Honda,2009,1345000,55000,Petrol
1211,Suzuki Swift,Suzuki,2011,700000,65000,Diesel
1212,Chevrolet Cruze LTZ,Chevrolet,2014,2000000,41000,Diesel
1213,Hyundai Verna Fluidic,Hyundai,2015,2150000,73000,Diesel
1214,Suzuki Swift,Suzuki,2011,700000,65000,Diesel
1215,Suzuki Alto,Suzuki,2014,995000,37000,Petrol
1216,Hyundai Accent GLE,Hyundai,2006,450000,55000,Petrol
1217,Suzuki Alto,Suzuki,2014,995000,37000,Petrol
1218,Hyundai Accent GLE,Hyundai,2006,450000,55000,Petrol
1219,Force Motors One,Force,2013,2750000,140000,Diesel
1220,Suzuki Alto,Suzuki,2019,1325000,9800,Petrol
1221,Chevrolet Spark 1.0,Chevrolet,2011,500000,27000,Petrol
1222,Hyundai i10,Hyundai,2009,1075000,27000,Petrol
1223,Toyota Etios Liva,Toyota,2012,1900000,20000,Diesel
1224,Renault Duster 85PS,Renault,2013,2009595,57923,Diesel
1225,Chevrolet Enjoy,Chevrolet,2014,2450000,30201,Diesel
1226,Suzuki Alto,Suzuki,2017,1400000,6200,Petrol
1227,BMW 5 Series,BMW,2009,3250000,37518,Petrol
1228,Toyota Etios Liva,Toyota,2014,800000,24652,Petrol
1229,Suzuki Ertiga,Suzuki,2013,2425000,52500,Diesel
1230,Chevrolet Beat LS,Chevrolet,2016,1125000,95000,Diesel
1231,Chevrolet Cruze LTZ,Chevrolet,2011,1750000,35000,Diesel
1232,Jeep Wrangler Unlimited,Jeep,2015,4750000,3528,Diesel
1233,Suzuki Ertiga,Suzuki,2013,2425000,52500,Diesel
1234,Hyundai Verna VGT,Hyundai,2010,1025000,47900,Diesel
1235,Suzuki Omni,Suzuki,2012,800000,14000,Petrol
1236,Suzuki Celerio,Suzuki,2018,1550000,37000,Petrol
1237,Renault Duster 110,Renault,2013,2175000,39000,Diesel
1238,Suzuki Wagon,Suzuki,2010,1125000,40000,Petrol
1239,Suzuki Swift,Suzuki,2006,948500,48247,Petrol
1240,Hyundai i10 Era,Hyundai,2011,875000,30000,Petrol
1241,Hyundai Xcent SX,Hyundai,2015,2000000,43000,Diesel
1242,Hyundai Eon Magna,Hyundai,2013,925000,23000,Petrol
1243,Renault Duster 85,Renault,2015,1925000,51000,Diesel
1244,Suzuki Alto,Suzuki,2009,450000,62000,Petrol
1245,Hyundai Xcent SX,Hyundai,2015,2000000,43000,Diesel
1246,Hyundai Eon Magna,Hyundai,2013,925000,23000,Petrol
1247,Renault Duster 85,Renault,2015,1925000,51000,Diesel
1248,Suzuki Alto,Suzuki,2009,450000,62000,Petrol
1249,Suzuki Alto,Suzuki,2009,450000,62000,Petrol
1250,Renault Duster 110,Renault,2013,2175000,39000,Diesel
1251,Suzuki Wagon,Suzuki,2010,1125000,40000,Petrol
1252,Suzuki Swift,Suzuki,2006,948500,48247,Petrol
1253,Suzuki Ertiga,Suzuki,2012,1948500,39000,Diesel
1254,Suzuki Swift,Suzuki,2014,1825000,23000,Petrol
1255,Suzuki Alto,Suzuki,2017,1800000,9400,Petrol
1256,Hyundai i20 Magna,Hyundai,2010,1050000,50000,Petrol
1257,Hyundai i10 Magna,Hyundai,2009,850000,75000,Petrol
1258,Suzuki Swift,Suzuki,2014,1575000,44000,Petrol
1259,Skoda Octavia Classic,Skoda,2006,574950,65000,Diesel
1260,Toyota Corolla Altis,Toyota,2010,925000,55000,Petrol
1261,Suzuki Omni,Suzuki,2012,600000,160000,CNG
1262,Renault Kwid 1.0,Renault,2018,1450000,2137,Petrol
1263,Suzuki Omni,Suzuki,2012,600000,160000,CNG
1264,Suzuki Swift,Suzuki,2014,1575000,44000,Petrol
1265,Skoda Octavia Classic,Skoda,2006,574950,65000,Diesel
1266,Suzuki Omni,Suzuki,2012,600000,160000,CNG
1267,Chevrolet Beat Diesel,Chevrolet,2011,625000,56000,Diesel
1268,Suzuki Omni,Suzuki,2012,600000,160000,CNG
1269,Hyundai Verna 1.6,Hyundai,2018,4275000,42000,Diesel
1270,Suzuki Zen,Suzuki,2002,475000,10544,Petrol
1271,Suzuki Swift,Suzuki,2011,1275000,64000,Petrol
1272,Suzuki Zen,Suzuki,2002,475000,10544,Petrol
1273,Suzuki Swift,Suzuki,2011,1275000,64000,Petrol
1274,Toyota Innova 2.5,Toyota,2011,3750000,147000,Diesel
1275,Hyundai Grand i10,Hyundai,2014,1700000,25000,Petrol
1276,Hyundai Elite i20,Hyundai,2017,2750000,15000,Petrol
1277,Ford Ikon 1.6,Ford,2003,300000,50000,Petrol
1278,Toyota Innova 2.5,Toyota,2011,3750000,147000,Diesel
1279,Nissan Sunny XL,Nissan,2011,1150000,52000,Petrol
1280,Chevrolet Beat LT,Chevrolet,2012,650000,90001,Diesel
